#SampleID,Treatment_study,Treatment,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__AF12,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__CF231,k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__,k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus],k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia
55.T5,8wk.L,l,0.000177167,0.002090568,0.004057119,0.004145702,0.025423429,0.005545319,0.023332861,0.00623627,0.001736234,0.641609383,0.003472468,0.0001063,0.001771667,0.000602367,0.001187017,0.012029622,0.113475303,0.000655517,0.000779534,0.000549217,0.040712919,0.0001063,0.0000886,0.00100985,0.003330735,0.000301183,0.019063142,0.0000709,0.000460634,0.005066969,0.013198923,0.010913472,0.025228545,0.00047835,0.000177167,0.00708667,0,0.00015945,0.009106371,0.003755935,0.007954787,0.000938984,0.000549217
56.T1,8wk.L,l,0.000592098,0.000358847,0.001453332,0.005310941,0.037266301,0.011788137,0.028905157,0.021297592,0.00030502,0.697401945,0.005651846,0.000107654,0.000897118,0.000663868,0.002978433,0.001955718,0.07542972,0.000448559,0.000627983,0.000484444,0.023055944,0.001866006,0.0000359,0.00166864,0.005436538,0.000125597,0.003337281,0.0000538,0.000574156,0.0010586,0.013815624,0.010962788,0.015179244,0.0000538,0.00030502,0.009742706,0.000484444,0.003157857,0.005741558,0.001543044,0.000556213,0.005005921,0.000251193
56.T2,8wk.L,l,0.000581024,0.000174307,0.002091686,0.002149788,0.002963221,0.001568764,0.012375806,0.002091686,0.000755331,0.653128813,0.010284121,0.0000581,0.001045843,0.000116205,0.000929638,0.00023241,0.117308698,0.000116205,0.000116205,0.000290512,0.090930219,0.0000581,0,0.00122015,0.001510662,0.000929638,0.010865144,0.0000581,0.0000581,0.0048806,0.005577828,0.013014932,0.005054907,0.000290512,0.0000581,0.034745221,0.000116205,0.000406717,0.01051653,0.002091686,0.002847016,0.004241473,0.000697229
56.T3,8wk.L,l,0.000647591,0.000935409,0.005156741,0.014774662,0.03106037,0.005084786,0.021490418,0.007243422,0.001007363,0.551459478,0.003357878,0.000143909,0.001990742,0.000503682,0.00143909,0.000719545,0.170412299,0.000263833,0.001007363,0.000335788,0.063775694,0.003933514,0.0000959,0.001942772,0.003957499,0.000311803,0.009426043,0.000167894,0.000239848,0.001175257,0.012016406,0.013599405,0.015326314,0.000503682,0.000119924,0.020075312,0.000143909,0.000407742,0.006164104,0.002086681,0.001966757,0.021730266,0.000767515
56.T4,8wk.L,l,0.000323258,0.0000808,0.002505253,0.008000647,0.02594149,0.005333764,0.237190884,0.003798287,0.000161629,0.374494909,0.003232584,0.000969775,0.029335704,0.000161629,0.000565702,0.003313399,0.129626636,0.000323258,0.000808146,0.000727332,0.077824471,0.004121545,0,0.001212219,0.001858736,0,0.019072248,0,0.0000808,0.000646517,0.018102473,0.021173428,0.012768709,0.000727332,0.000565702,0.000969775,0.00105059,0.000808146,0.002828511,0.004283174,0.002505253,0.000888961,0.0000808
56.T5,8wk.L,l,0.000328508,0.001129248,0.002915512,0.004804435,0.015111385,0.002525408,0.033323067,0.006139,0.002176368,0.554850631,0.003839442,0.0000821,0.0105328,0.001149779,0.001560415,0.001170311,0.183246073,0.000595421,0.000759676,0.000615953,0.059542141,0.000390104,0.0000205,0.001868391,0.000780207,0,0.022379632,0.000184786,0.000677549,0.000410635,0.013633097,0.018745509,0.018663382,0.000739144,0.000307977,0.00648804,0.0000821,0.000123191,0.003285084,0.003572528,0.004085823,0.015378298,0.000431167
A01P4A,4wk.p,p,0.000883676,0.000361504,0.000200835,0.009037596,0.105880463,0.016388175,0.028920308,0.046473329,0.010282776,0.241886247,0.100297237,0.004378213,0.124678663,0.0000803,0.009840938,0.002008355,0.149220758,0.000361504,0.002369859,0.000843509,0.02281491,0.004177378,0,0.000562339,0.000200835,0.0000803,0.00277153,0.0000803,0,0,0.010403278,0.015665167,0.012532134,0.000160668,0.0000402,0.001084512,0.000642674,0.019882712,0.008394923,0.003133033,0.000763175,0.003655206,0.033981362
A02P4A,4wk.p,p,0.000365163,0.000669466,0.000486885,0.036516341,0.035725154,0.003712495,0.010589739,0.021057757,0.005416591,0.291765565,0.052948695,0.000304303,0.073093543,0.0000609,0.005964336,0,0.29231331,0.000182582,0.000730327,0.001764956,0.051001156,0.000182582,0.0000609,0.001764956,0.000669466,0.000365163,0.003469052,0,0,0.000121721,0.013145883,0.023796482,0.011320066,0.000121721,0.000182582,0.001521514,0.0000609,0.011137484,0.006877244,0.001825817,0.005294869,0.001338933,0.028421885
A03P4B,4wk.p,p,0.001265585,0.000937471,0.000234368,0.022030562,0.036795725,0.005765445,0.005812318,0.017624449,0.00782788,0.650745289,0.067263523,0.000281241,0.004124871,0.0000937,0.059623137,0.000609356,0.042373676,0.001499953,0.000281241,0.000515609,0.00848411,0.000515609,0.0000469,0.0015937,0.000187494,0.0000469,0.001874941,0.0000469,0,0,0.004781101,0.006187307,0.002062436,0.000187494,0.0000469,0.008999719,0,0.003890503,0.01392144,0.001359333,0.000937471,0.00145308,0.00304678
A05P4C,4wk.p,p,0.021399763,0.000569395,0.000237248,0.010154211,0.088588375,0.008113879,0.006975089,0.043701068,0.006120996,0.371957295,0.109276394,0.000854093,0.010486358,0.0000949,0.002087782,0,0.12911032,0.000427046,0.000664294,0.001518387,0.027663108,0.0000474,0.0000474,0.005456702,0.000284698,0.000427046,0.001945433,0,0,0,0.012004745,0.012147094,0.015848161,0.000284698,0.000142349,0.037485172,0,0.022396204,0.011625148,0.000854093,0.002419929,0.003226572,0.016512456
A06P4C,4wk.p,p,0.080688616,0.003470478,0,0.022649436,0.068770263,0.007488926,0.006255993,0.012557651,0.003607471,0.40202749,0.085803005,0.001324261,0.004201105,0.00086762,0.017443719,0,0.031325631,0.000273985,0.000273985,0.002785515,0.006621307,0.000136993,0,0.000319649,0,0.0000457,0.000319649,0,0,0,0.004566419,0.003287821,0.001598246,0.0000457,0.000228321,0.14073702,0.00054797,0.025891593,0.035070095,0.000136993,0.001232933,0.001278597,0.023151742
A07P4D,4wk.p,p,0.000123381,0.000370142,0.0000411,0.033806292,0.103763109,0.017067654,0.01303722,0.080279663,0.001357187,0.294057166,0.151059017,0.002920008,0.048036192,0.0000823,0.010734115,0.0000823,0.115484269,0.000329015,0.001151553,0.000534649,0.029200082,0.0000823,0.000123381,0.000781411,0.0065803,0.000164508,0.001768456,0,0.000164508,0.0000823,0.010775242,0.020645692,0.007567345,0.0000823,0,0.000534649,0.0000411,0.005469875,0.009459182,0.003166769,0.001891836,0.003495784,0.003084516
A08P4D,4wk.p,p,0.000145465,0.00029093,0,0.040221107,0.072005237,0.015782966,0.014401047,0.054185759,0.008873373,0.368899556,0.00850971,0.003636628,0.050476398,0.000218198,0.031202269,0.0000727,0.144301404,0.0000727,0.000872791,0.001090988,0.05534948,0.0000727,0.000436395,0.004363954,0.000509128,0.000945523,0.003272965,0,0,0,0.010764419,0.035857153,0.016583024,0.000218198,0.0000727,0.001236454,0.000436395,0.008073314,0.00538221,0.006255,0.002618372,0.00538221,0.022110699
A09P4E,4wk.p,p,0.000158236,0.0000264,0.0000264,0.05432776,0.046890659,0.003982278,0.002004325,0.034680099,0.00234717,0.046837913,0.243077167,0.004799831,0.404082494,0.0000264,0.004641595,0.000659317,0.063109869,0.000105491,0.000421963,0.000342845,0.025054064,0.012843504,0,0.001687853,0.000210982,0,0.005010813,0.0000527,0,0.0000264,0.005538267,0.009309563,0.008861227,0.0000791,0.0000264,0.000553827,0,0.002188934,0.00097579,0.002953742,0.000712063,0.007595337,0.000923044
A10P4E,4wk.p,p,0.000263415,0.000112892,0.000150523,0.048957628,0.098856025,0.0034244,0.033491383,0.08000301,0.003763077,0.473658463,0.005494092,0.003010461,0.029577783,0.0000753,0.013396553,0.0000753,0.082975841,0.000338677,0.000639723,0.000451569,0.035749229,0.000150523,0,0.001091292,0.000338677,0,0.003010461,0,0,0.0000376,0.013358922,0.023669752,0.007789569,0.0000753,0.000225785,0.000526831,0,0.001128923,0.013923384,0.005042523,0.001354708,0.000940769,0.008617446
B01L4F,4wk.l,l,0.001186603,0.000229665,0.0000383,0.005167464,0.08076555,0.009339713,0.004287081,0.036248804,0.009722488,0.370488038,0.145186603,0.002488038,0.090947368,0,0.003789474,0.000650718,0.111885167,0.000191388,0.000382775,0.000803828,0.021205742,0.002296651,0.0000766,0.00891866,0.000229665,0.0000766,0.002602871,0.0000383,0,0.000114833,0.012440191,0.012784689,0.010143541,0.000114833,0,0.003751196,0,0.007272727,0.007311005,0.000956938,0.003636364,0.005320574,0.023961722
B02L4F,4wk.l,l,0.015225585,0.001530022,0.000223906,0.024144494,0.049371198,0.006343994,0.012949211,0.012053588,0.006194723,0.408739784,0.00328395,0.000559764,0.136880994,0.000111953,0.033996343,0.000223906,0.118147554,0.000223906,0.000373176,0.00093294,0.023845953,0.001380752,0,0.001791245,0.000186588,0.000485129,0.002388327,0.0000746,0.0000373,0.000186588,0.011605777,0.011978953,0.010113072,0.000111953,0.0000373,0.036608576,0.0000373,0.007724745,0.024965481,0.000634399,0.014628503,0.002686868,0.009068179
B03L4G,4wk.l,l,0.001172384,0.002865827,0.000651324,0.028310899,0.031480677,0.005731654,0.004081633,0.014719931,0.008033,0.324924012,0.147459835,0.000217108,0.02379505,0.00134607,0.084064264,0.001042119,0.046504559,0.000521059,0.00026053,0.001693443,0.007772471,0.000217108,0.000130265,0.000694746,0.001085541,0.0000868,0.002518454,0.0000434,0.0000434,0.0000868,0.004168476,0.00373426,0.008250109,0.000130265,0.000130265,0.005167173,0,0.100434216,0.01176726,0.000347373,0.00186713,0.003777681,0.110117238
B04L4G,4wk.l,l,0.001285654,0.001345452,0.000328888,0.016773306,0.073461699,0.013574119,0.010554326,0.032290857,0.011690486,0.17712133,0.209561682,0.002003229,0.012198768,0.000358787,0.036177719,0.001494947,0.151468038,0.000597979,0.000657777,0.00140525,0.047210429,0.000119596,0.0000598,0.006697363,0.009507863,0.000448484,0.010793518,0.000239192,0.0000299,0.0000598,0.009836752,0.011839981,0.014381391,0.000328888,0.0000299,0.002033128,0.0000299,0.041768821,0.010434731,0.001106261,0.005621001,0.004335347,0.045536088
B05L4H,4wk.l,l,0.000485573,0.000383347,0.000178895,0.049860717,0.047892867,0.002376754,0.018809579,0.034143474,0.007692504,0.597817476,0.00444683,0.000153339,0.007411383,0.000230008,0.087530987,0.0000256,0.027166552,0.000460017,0.000102226,0.000204452,0.005290194,0.000153339,0,0.000868921,0.000127782,0.0000511,0.000460017,0,0.0000256,0.0000511,0.003347901,0.003143449,0.004012369,0.0000767,0.000332234,0.008893659,0.0000256,0.003015666,0.016969511,0.000255565,0.000332234,0.004932403,0.052671931
B06L4H,4wk.l,l,0.000389712,0.000389712,0,0.006884905,0.093270979,0.006755001,0.025071447,0.050272798,0.007144713,0.366069109,0.005196155,0,0.110678098,0.000259808,0.00402702,0.000519615,0.128994544,0.000649519,0.000519615,0.000649519,0.064692128,0.000129904,0.000129904,0.003507405,0.000129904,0.001818654,0.00233827,0.000129904,0.000129904,0.000519615,0.017537023,0.023382697,0.017407119,0.000649519,0,0.00168875,0,0.017537023,0.007014809,0.003377501,0.002857885,0.002078462,0.019615485
B07L4I,4wk.l,l,0.003120195,0.001175726,0.0000904,0.019580356,0.103102107,0.007280456,0.024147599,0.067242471,0.005607308,0.392556751,0.096635615,0.001582708,0.011440716,0.000226101,0.028986163,0.001447047,0.0974948,0.0000904,0.000271321,0.000813964,0.015193995,0.000994845,0.000271321,0.003662838,0.000316542,0.000226101,0.001808809,0,0,0.0000904,0.003708058,0.007823098,0.006647373,0.000180881,0,0.019580356,0,0.001537488,0.023469295,0.000994845,0.001085285,0.008908384,0.03658316
B08L4I,4wk.l,l,0.000467654,0.000389712,0,0.024941543,0.027045986,0.007794232,0.012392829,0.031176929,0.007092751,0.245674201,0.003585347,0.001714731,0.095479345,0,0.005923617,0,0.408106002,0.000155885,0.000701481,0.00233827,0.034840218,0.002182385,0.0000779,0.002805924,0.000311769,0.000623539,0.00233827,0.000233827,0,0.000155885,0.010288387,0.018316446,0.009898675,0.0000779,0,0.003897116,0,0.002961808,0.012860483,0.000935308,0.003273578,0.003117693,0.005455963
B09L4J,4wk.l,l,0.000679766,0.0000324,0.000129479,0.014566407,0.032855339,0.007962969,0.013336355,0.022140938,0.000971094,0.371475739,0.106852685,0.000323698,0.12637167,0.000129479,0.006797656,0.002427734,0.149257113,0.000453177,0.000388438,0.001359531,0.030945522,0.002978021,0.000161849,0.00466125,0.010520183,0.0000324,0.003625417,0.000129479,0,0.0000324,0.014177969,0.021299323,0.006603438,0.000226589,0.0000647,0.002589583,0,0.009160651,0.005438125,0.002978021,0.001165313,0.005632344,0.010196485
B10L4J,4wk.l,l,0.001032541,0.000438048,0.0000626,0.006070088,0.066364205,0.013235294,0.024624531,0.032227785,0.002065081,0.23801627,0.302346683,0.000531915,0.011514393,0.000187735,0.041364205,0.000563204,0.099030038,0.000281602,0.000312891,0.000625782,0.011670839,0.001908636,0.0000313,0.00175219,0.00422403,0.000187735,0.001689612,0,0.000125156,0.0000313,0.005068836,0.006382979,0.004755945,0.000281602,0.0000626,0.022090113,0.000187735,0.01442428,0.013986233,0.001126408,0.00068836,0.008854819,0.052284105
C01P1A,4wk.p,p,0.0000425,0.000212531,0,0.075703477,0.13627476,0.007481085,0.007353566,0.037362918,0.002507864,0.325087138,0.082844512,0.000595086,0.005993369,0,0.002380345,0.0000425,0.188812378,0.000127518,0.000255037,0.00144521,0.018532687,0.000425062,0,0.002635382,0.000425062,0.000085,0.001062654,0.0000425,0.000085,0.0000425,0.009138825,0.012581824,0.032389697,0.000127518,0.000170025,0.000382555,0.000085,0.015939811,0.002635382,0.006971011,0.00055258,0.002337839,0.007226048
C01P5A,4wk.p,p,0.00072545,0.000153883,0.000044,0.036536305,0.097518081,0.008243751,0.041218756,0.032249555,0.001604784,0.522807712,0.010046385,0.000615533,0.003627251,0.000175867,0.030095188,0.0006595,0.133988437,0.000175867,0.0003957,0.00138495,0.006221284,0.000153883,0.000022,0.000505617,0.000044,0.000044,0.00085735,0,0.0000879,0,0.004198817,0.006463101,0.001692717,0.000022,0.0001319,0.001560817,0.000109917,0.010134318,0.026885621,0.0001319,0.000109917,0.0023742,0.012002902
C02P1A,4wk.p,p,0.000256044,0.0006584,0.0000732,0.008998135,0.028676982,0.001609422,0.003109112,0.0029628,0.0013168,0.63608764,0.004938001,0.0000732,0.002084934,0.000109733,0.001865467,0.0000732,0.011192801,0.0000732,0.0000732,0.000731556,0.001499689,0.0000366,0,0.000146311,0.0000732,0,0.000146311,0.0000366,0.0000366,0,0.000951022,0.000621822,0.000475511,0.0000366,0.000182889,0.000585245,0.0000366,0.000951022,0.02227587,0.000109733,0.000182889,0.0013168,0.263030835
C02P5A,4wk.p,p,0.001640958,0.001078344,0.00051573,0.009423789,0.021941957,0.004969759,0.009142482,0.010080173,0.005204182,0.571428571,0.085282948,0.000562614,0.0039383,0.00051573,0.039851845,0.0000938,0.073936893,0.0000469,0.000562614,0.00290684,0.017863003,0.000234423,0,0.001359651,0.000421961,0.000140654,0.003563224,0,0,0.0000469,0.003750762,0.008251676,0.002859956,0.0000938,0.000375076,0.005766796,0.000140654,0.004266492,0.011111632,0.00051573,0.002859956,0.002203573,0.087533405
C03P1B,4wk.p,p,0.0000973,0.000778412,0.000616243,0.060294499,0.208095485,0.021503633,0.006357032,0.012454593,0.008465231,0.190029839,0.002756876,0.004216399,0.109399325,0.000129735,0.00389206,0.005481318,0.154287753,0.000227037,0.002140633,0.001200052,0.028833679,0.000778412,0.0000649,0.003535288,0.000259471,0.0000973,0.001621692,0.0000973,0.000454074,0.0000649,0.036098858,0.048975091,0.0129411,0.000129735,0.000713544,0.001297353,0.001135184,0.009924754,0.015762844,0.008822003,0.000778412,0.012389725,0.019946809
C03P5B,4wk.p,p,0.003013813,0.000627878,0.000334868,0.005190456,0.04152365,0.008664713,0.005734617,0.020217664,0.00452072,0.365843449,0.177647551,0.001046463,0.0395563,0,0.016031812,0.000125576,0.088321473,0.00113018,0.001046463,0.001548765,0.016492256,0.00933445,0.000209293,0.011720385,0.000460444,0,0.002427794,0,0.000209293,0.000125576,0.03557974,0.03051486,0.006362495,0.000334868,0.000167434,0.005106739,0.00029301,0.014943491,0.018501465,0.003641691,0.001255756,0.007869401,0.047634994
C04P1B,4wk.p,p,0.000278164,0.0000695,0.0000695,0.03178025,0.029902643,0.01550765,0.048470097,0.023018081,0.001043115,0.570723227,0.156119611,0.000625869,0.0027121,0.000278164,0.017732962,0.000347705,0.033657858,0.000208623,0.0000695,0.002573018,0.003268428,0.00201669,0,0.000278164,0.000208623,0,0.000973574,0,0,0,0.002155772,0.002851182,0.001182197,0,0.000139082,0.001043115,0.0000695,0.009874826,0.021418637,0.0000695,0.0000695,0.003268428,0.011752434
C04P5B,4wk.p,p,0.003581058,0.000758342,0.0000421,0.023213684,0.049839906,0.004044489,0.004550051,0.014324233,0.002527806,0.491616111,0.186130772,0.000252781,0.003412538,0.00021065,0.0690091,0.001263903,0.06041456,0.003454668,0.000505561,0.000968992,0.009437142,0.00016852,0.0000421,0.000589821,0.000294911,0,0.001937984,0,0.0000421,0.00016852,0.005561173,0.006066734,0.002275025,0.0000421,0.0000421,0.009352882,0,0.0043394,0.011670037,0.001179643,0.000547691,0.001263903,0.019295585
C05P1C,4wk.p,p,0.0000931,0.0000465,0.000651375,0.019122505,0.112222584,0.007956079,0.004745731,0.025357093,0.005257526,0.318150095,0.150932862,0.002372866,0.003629089,0.000558321,0.00693249,0.000325687,0.102358908,0.000325687,0.000325687,0.002233285,0.011724748,0.006560275,0,0.002372866,0.0000931,0.000558321,0.000884009,0,0.0000931,0,0.01400456,0.010235891,0.034476341,0.0000465,0.000325687,0.060810496,0.0000931,0.05383148,0.016982273,0.000604848,0.000884009,0.002465919,0.011864328
C05P5C,4wk.p,p,0.037489631,0.000797652,0.000223342,0.009029417,0.054431753,0.012921958,0.011677621,0.053283134,0.004562568,0.228702699,0.23380767,0.000223342,0.008167954,0.000255249,0.003126795,0.0000319,0.175260034,0.00015953,0.00073384,0.000478591,0.024535767,0.0000638,0.0000957,0.00373301,0.000223342,0.000287155,0.002169613,0,0.0000957,0.0000638,0.012634803,0.010273754,0.02434433,0.000191436,0.000255249,0.023738115,0,0.03822347,0.009603727,0.001308149,0.000957182,0.003605386,0.00389254
C06P1C,4wk.p,p,0.00028061,0,0.000420915,0.026985315,0.047797213,0.00416238,0.006874942,0.008932747,0.005658965,0.673416893,0.024319521,0.0000468,0.002806099,0.000233842,0.003460855,0,0.031895987,0.000233842,0.000233842,0.000420915,0.004863904,0.00028061,0,0.000327378,0.0000468,0.0000468,0.000374146,0.0000468,0,0,0.002198111,0.002244879,0.002104574,0.0000468,0.000607988,0.059863437,0.0000468,0.002338415,0.028481901,0.00028061,0.000374146,0.001262744,0.047610139
C06P5C,4wk.p,p,0.008033636,0.000900969,0,0.011337187,0.027629702,0.005180569,0.008033636,0.009084766,0.004279601,0.510999324,0.043396651,0.000300323,0.017118402,0.0000751,0.0105113,0.0000751,0.090171935,0.000525565,0.000225242,0.002252421,0.021548164,0.000150161,0,0.00105113,0.000150161,0.0000751,0.003303551,0,0.0000751,0,0.010060815,0.00953525,0.004054358,0.000150161,0.000375404,0.073654178,0,0.01471582,0.045048427,0.002552744,0.000750807,0.001651776,0.056310534
C07P1D,4wk.p,p,0.002331489,0.003062254,0.000869959,0.041340432,0.037651808,0.008316804,0.007690434,0.027699482,0.00546334,0.337300345,0.240630546,0.001496329,0.004106205,0.000313185,0.060966698,0.001635522,0.090023315,0.000800362,0.000904757,0.00104395,0.013988934,0.000765564,0.0000348,0.000904757,0.000313185,0.00020879,0.001948707,0,0.0000348,0,0.008316804,0.012910185,0.00504576,0.000243588,0.0000348,0.003897414,0.0000348,0.010961478,0.009499948,0.001565925,0.003271044,0.002888263,0.017781954
C07P5D,4wk.p,p,0.000419287,0.000363382,0.00022362,0.01475891,0.085143256,0.010090846,0.012131377,0.039412998,0.004612159,0.332522711,0.193598882,0.000419287,0.053948288,0.000139762,0.002320056,0.0000839,0.113263452,0.000139762,0.001118099,0.000391335,0.027728861,0.000167715,0.000028,0.001537386,0.006373166,0.000587002,0.001844864,0,0.0000559,0.0000559,0.011516422,0.029238295,0.008190077,0.0000559,0.0000839,0.000614955,0,0.005478686,0.006512928,0.004192872,0.001369672,0.004500349,0.015345912
C08P1D,4wk.p,p,0.00152381,0.000544218,0.000326531,0.03537415,0.050884354,0.003646259,0.005605442,0.019482993,0.005442177,0.381605442,0.098829932,0.000870748,0.115918367,0.000217687,0.028952381,0,0.115210884,0.0000544,0.000163265,0.00092517,0.040870748,0.000380952,0.000217687,0.001251701,0.000217687,0.000380952,0.002231293,0,0,0,0.007510204,0.01170068,0.007782313,0.000108844,0.0000544,0.003918367,0.0000544,0.007183673,0.013605442,0.001469388,0.001251701,0.001088435,0.027591837
C08P5D,4wk.p,p,0.000328241,0.001671043,0.000417761,0.040552638,0.069497493,0.040851038,0.016650752,0.014740988,0.001223442,0.116764144,0.132639055,0.003073526,0.133981857,0.00020888,0.002327524,0.0000895,0.189693244,0.000656481,0.000835522,0.001432323,0.035808069,0.005580091,0.001133922,0.001700883,0.006027692,0.000328241,0.001820243,0.0000298,0,0.00017904,0.019843638,0.032436142,0.013338506,0.000328241,0.000358081,0.002804965,0.001163762,0.051145858,0.002715445,0.005908331,0.002984006,0.012652184,0.023722846
C09P1E,4wk.p,p,0.00017414,0.0000435,0.00017414,0.03365259,0.060339573,0.003178058,0.016151502,0.013582934,0.003874619,0.518110579,0.004266434,0.001044841,0.002568568,0.00017414,0.015411406,0.000304745,0.025816282,0.00034828,0.0000871,0.001523727,0.004614715,0.000653026,0,0.00043535,0.0000435,0,0.000653026,0,0.0000435,0.0000435,0.00457118,0.003003918,0.002612103,0,0.000130605,0.002046147,0,0.005964301,0.017501088,0.000653026,0.000478886,0.006747932,0.245450588
C09P5E,4wk.p,p,0.0000863,0.000172667,0.0001295,0.023331607,0.083419667,0.008201675,0.026353276,0.024864025,0.002331002,0.108866442,0.175127342,0.009496676,0.141910559,0.0000432,0.007489424,0.004273504,0.255654839,0.000259,0.000863334,0.000582751,0.019187603,0.004338254,0.0000648,0.001683502,0.000215834,0.0000216,0.007295174,0.0000216,0.0000863,0.0000863,0.01042476,0.01325218,0.005417422,0.000172667,0.000431667,0.000777001,0,0.019640853,0.002503669,0.002913753,0.001316585,0.005007338,0.009755676
C10P1E,4wk.p,p,0.000214523,0.000107262,0.000250277,0.022775215,0.07454682,0.001823447,0.006471451,0.007865851,0.00286031,0.475419214,0.204655154,0.000357539,0.003646895,0.000214523,0.018556259,0.0000358,0.041009689,0.000178769,0.000321785,0.000607816,0.012692624,0.000715077,0,0.001644678,0.0000715,0.000286031,0.000536308,0,0.0000358,0,0.006542958,0.00507705,0.006328435,0,0.000107262,0.005649112,0.000214523,0.018770782,0.01551718,0.001072616,0.000607816,0.003575387,0.053773821
